school.id,school.name,telephone,fax,email,principal,website,street,suburb,city,postal.address.1,postal.address.2,postal.address.3,postal.code,urban.area,school.type,definition,authority,gender.students,territorial.authority,regional.council,moe.local.office,education.region,general.electorate,maori.electorate,census.area.unit,ward,longitude ,latitude,decile,total.roll,european,maori,pacific.island,asian,MELAA,other,international.students
65,Glendowie College,09 5759128,09 5754460,adminis@glendowie-college.school.nz,Louise Moore,http://www.glendowie-college.school.nz,Crossfield Road,Glendowie,Auckland,19 Crossfield Road,Glendowie,Auckland,1071,Main Urban Area,Secondary (Year 9-15),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Tamaki,Tamaki Makaurau,Glen Innes North,Orakei Ward,174.868105,-36.862548,9,997,602,41,42,201,24,23,64
66,Dilworth School,09 5231060,09 5206183,info@dilworth.school.nz,Donald MacLean,http://www.dilworth.school.nz/,2 Erin Street,Remuera,Auckland,Private Bag 28904,Remuera,Auckland,1541,Main Urban Area,Composite (Year 1-15),School with Boarding Facilities,Private: Fully Reg.,Boys School,Auckland,Auckland Region,Auckland South,Northern,Epsom,Tamaki Makaurau,Mt St John,Albert-Eden-Roskill Ward,174.78103,-36.880272,4,565,195,141,174,43,11,1,0
67,Diocesan School For Girls,09 5200221,09 5206778,office@diocesan.school.nz,Heather McRae,http://www.diocesan.school.nz,Clyde Street,Epsom,Auckland,Clyde Street,Epsom,Auckland,1051,Main Urban Area,Composite (Year 1-15),School with Boarding Facilities,Private: Fully Reg.,Girls School,Auckland,Auckland Region,Auckland South,Northern,Epsom,Tamaki Makaurau,Mt St John,Albert-Eden-Roskill Ward,174.778264,-36.880447,10,1410,1047,50,30,259,5,3,16
68,St Cuthbert's College (Epsom),09 5204159,09 5249374,reception@stcuthberts.school.nz,,http://www.stcuthberts.school.nz,Market Road,Epsom,Auckland,PO Box 26020,Epsom,Auckland,1344,Main Urban Area,Composite (Year 1-15),School with Boarding Facilities,Private: Fully Reg.,Girls School,Auckland,Auckland Region,Auckland South,Northern,Epsom,Tamaki Makaurau,Mt St John,Albert-Eden-Roskill Ward,174.778218,-36.887551,10,1445,942,69,56,326,12,6,34
69,Mt Albert Grammar School,09 8462044,09 8462042,headmaster@mags.school.nz,Dale Burden,http://www.mags.school.nz,36 Alberton Ave,Mount Albert,Auckland,36 Alberton Avenue,Mount Albert,Auckland,1025,Main Urban Area,Secondary (Year 9-15),School with Boarding Facilities,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Mt Albert,Tamaki Makaurau,Mt Albert Central,Albert-Eden-Roskill Ward,174.725317,-36.884677,7,2697,1216,350,476,406,113,9,127
70,Marist College,09 8468311,09 8151441,admin@maristcollege.school.nz,Monica Johnson,http://www.maristcollege.school.nz,31 Alberton Avenue,Mount Albert,Auckland,31 Alberton Avenue,Mount Albert,Auckland,1025,Main Urban Area,Secondary (Year 7-15),Not Applicable,State: Integrated,Girls School,Auckland,Auckland Region,Auckland South,Northern,Mt Albert,Tamaki Makaurau,Mt Albert Central,Albert-Eden-Roskill Ward,174.7261,-36.881908,7,763,373,51,137,156,25,6,15
73,Hebron Christian College (Auckland),09 8462159,09 8462139,admin@hebron.ac.nz,,http://www.hebron.ac.nz,1 Mclean Street,Mount Albert,Auckland,PO Box 77105,Mount Albert,Auckland,1350,Main Urban Area,Composite (Year 1-15),Not Applicable,Private: Fully Reg.,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Mt Albert,Tamaki Makaurau,Owairaka East,Albert-Eden-Roskill Ward,174.711157,-36.888578,8,240,127,4,24,73,3,2,7
74,Mt Roskill Grammar,09 6210050,09 6210055,admin@mrgs.school.nz,Gregory Watson,http://www.mrgs.school.nz,Frost Road,Mount Roskill,Auckland,Frost Road,Mount Roskill,Auckland,1041,Main Urban Area,Secondary (Year 9-15),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Mt Roskill,Tamaki Makaurau,Akarana,Albert-Eden-Roskill Ward,174.747107,-36.912678,4,2223,221,115,508,1127,127,23,102
75,Lynfield College,09 6270600,09 6270609,admin@lynfield.school.nz,Stephen Bovaird,http://www.lynfield.school.nz,White Swan Road,Mount Roskill,Auckland,191 White Swan Road,Mount Roskill,Auckland,1041,Main Urban Area,Secondary (Year 9-15),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Mt Roskill,Tamaki Makaurau,Lynfield North,Albert-Eden-Roskill Ward,174.715404,-36.921005,7,1871,575,94,236,755,81,16,114
77,Bethlehem College,07 5766769,07 5791751,principal@beth.school.nz,Eoin Crosbie,http://www.beth.school.nz,Elder Lane,Bethlehem,Tauranga,Private Bag 12003,Tauranga Mail Centre,Tauranga,3143,Main Urban Area,Composite (Year 1-15),Not Applicable,State: Integrated,Co-Educational,Tauranga City,Bay of Plenty Region,Rotorua,Central North,Tauranga,Waiariki,Bethlehem,Otumoetai-Bethlehem Ward,176.111208,-37.70495,10,1555,1260,82,10,111,15,25,52
78,Avondale College,09 8287024,09 8200183,admin@avcol.school.nz,Brent Lewis,http://www.avcol.school.nz,Victor Street,Avondale,Auckland,59 Victor Street,Avondale,Auckland,1026,Main Urban Area,Secondary (Year 9-15),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Mt Albert,Tamaki Makaurau,Avondale West,Whau Ward,174.691105,-36.891452,4,2672,670,279,736,652,151,19,165
79,Edgewater College,09 5769039,09 5769037,enquiries@edgewater.school.nz,Allan Vester,http://www.edgewater.school.nz,32 Edgewater Drive,Pakuranga,Auckland,32 Edgewater Drive,Pakuranga,Manukau,2010,Main Urban Area,Secondary (Year 9-15),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Pakuranga,Tamaki Makaurau,Edgewater,Howick Ward,174.874714,-36.922477,4,875,116,161,347,184,37,10,20
80,Pakuranga College,09 5347159,09 5342365,info@pakuranga.school.nz,Michael Williams,http://www.pakuranga.school.nz,Pigeon Mountain Road,Bucklands Beach,Auckland,180 Pigeon Mountain Road,Half Moon Bay,Manukau,2012,Main Urban Area,Secondary (Year 9-15),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Pakuranga,Tamaki Makaurau,Pigeon Mountain North,Howick Ward,174.901739,-36.897599,8,2110,882,161,131,692,107,23,114
81,St Kentigern College (Pakuranga),09 5770749,09 5770700,admin@skc.school.nz,Steve Cole,http://www.saintkentigern.com,130 Pakuranga Road,Pakuranga,Auckland,PO Box 51060,,Auckland,2140,Main Urban Area,Secondary (Year 7-15),School with Boarding Facilities,Private: Fully Reg.,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Pakuranga,Tamaki Makaurau,Sunnyhills,Howick Ward,174.875003,-36.909682,10,1694,1274,49,52,272,9,15,23
82,Aidanfield Christian School,03 3388153,03 3390821,office@aidanfield.school.nz,Mark Richardson,http://www.aidanfield.school.nz/,2 Nash Road,Halswell,Christchurch,2 Nash Road,Halswell,Christchurch,8025,Main Urban Area,Composite (Year 1-15),Not Applicable,State: Integrated,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Southern,Wigram,Te Tai Tonga,Aidanfield,Riccarton-Wigram Ward,172.572494,-43.563535,7,196,145,12,4,16,17,2,0
83,Kelston Boys' High School,09 8186185,09 8186183,k.fearnley@kbhs.school.nz,Brian Evans,http://www.kbhs.school.nz,Archibald Road,New Lynn,Auckland,PO Box 15103,New Lynn,Waitakere,640,Main Urban Area,Secondary (Year 9-15),Not Applicable,State: Not integrated,Boys School,Auckland,Auckland Region,Auckland North,Northern,New Lynn,Tamaki Makaurau,Kelston Central,Whau Ward,174.666854,-36.898755,4,942,147,172,466,99,27,6,25
84,Kelston Girls' College,09 8276063,09 8273996,reception@kelstongirls.school.nz,Linda Fox,http://www.kelstongirls.school.nz,Great North Road,New Lynn,Auckland,PO Box 15798,New Lynn,Waitakere,640,Main Urban Area,Secondary (Year 9-15),Not Applicable,State: Not integrated,Girls School,Auckland,Auckland Region,Auckland North,Northern,New Lynn,Tamaki Makaurau,Kelston Central,Whau Ward,174.664329,-36.908033,3,699,43,94,398,92,62,4,6
85,One Tree Hill College,09 5795049,09 5795047,office@onetreehillcollege.school.nz,Nicholas Coughlan,http://www.onetreehillcollege.school.nz,421 Great South Road,Penrose,Auckland,PO Box 17471,Greenlane,Auckland,1546,Main Urban Area,Secondary (Year 9-15),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Maungakiekie,Tamaki Makaurau,Penrose,Maungakiekie-Tamaki Ward,174.806928,-36.902795,3,803,54,150,299,243,28,8,21
86,Onehunga High School,09 6366006,09 6364465,ps@ohs.school.nz,Deidre Shea,http://www.ohs.school.nz,24 Pleasant Street,Onehunga,Auckland,24 Pleasant Street,Onehunga,Auckland,1061,Main Urban Area,Secondary (Year 9-15),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Maungakiekie,Tamaki Makaurau,Onehunga South West,Maungakiekie-Tamaki Ward,174.77093,-36.919471,4,1353,307,224,653,117,18,4,30
87,Howick College,09 5344492,09 5346574,secretary@howick.school.nz,Iva Ropati,http://www.howickcollege.school.nz,Sandspit Road,Howick South,Auckland,PO Box 38142,Howick,Manukau,2145,Main Urban Area,Secondary (Year 9-15),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Botany,Tamaki Makaurau,Maungamaungaroa,Howick Ward,174.939246,-36.90654,10,1836,1116,158,126,278,67,23,68
88,Otahuhu College,09 9634000,09 9634099,enquiries@otahuhucollege.school.nz,Gilbert Laurenson,http://www.otahuhucollege.school.nz,Mangere Road,Otahuhu,Auckland,Private Bag 93317,Otahuhu,Auckland,1640,Main Urban Area,Secondary (Year 9-15),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Manukau East,Tamaki Makaurau,Otahuhu West,Manukau Ward,174.840613,-36.953088,1,1395,28,209,1007,138,7,6,0
89,Kings College,09 2760600,09 2760670,m.kennelly@kingscollege.school.nz,,http://www.kingscollege.school.nz,Golf Avenue,Otahuhu,Auckland,PO Box 22012,Otahuhu,Auckland,1640,Main Urban Area,Secondary (Year 9-15),School with Boarding Facilities,Private: Fully Reg.,Boys/Senior Co-Ed.,Auckland,Auckland Region,Auckland South,Northern,Manukau East,Tamaki Makaurau,Otahuhu West,Manukau Ward,174.837234,-36.959773,10,948,701,39,39,126,5,7,31
90,McAuley High School,09 2768715,09 2764800,office@mcauleyhigh.school.nz,Anne Miles,http://www.mcauleyhigh.school.nz/,26 High Street,Otahuhu,Auckland,PO Box 22480,Otahuhu,Auckland,1640,Main Urban Area,Secondary (Year 9-15),Not Applicable,State: Integrated,Girls School,Auckland,Auckland Region,Auckland South,Northern,Manukau East,Tamaki Makaurau,Fairburn,Manukau Ward,174.84732,-36.944379,1,671,7,27,596,27,7,7,0
91,Mangere College,09 2754029,09 2755275,enquiries@mangere.school.nz,John Heyes,http://www.mangere.school.nz,23 Bader Drive,Mangere,Auckland,PO Box 43240,,Auckland,2153,Main Urban Area,Secondary (Year 9-15),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Mangere,Tamaki Makaurau,Viscount,Manukau Ward,174.791557,-36.959588,1,833,1,149,654,13,10,6,0
93,Auckland Seventh-Day Adventist H S,09 2759640,09 2755380,info@asdah.school.nz,Maurice Tuareka,http://www.asdah.school.nz/,119 Mountain Road,Mangere Bridge,Auckland,PO Box 59047,Mangere Bridge,Manukau,2151,Main Urban Area,Secondary (Year 9-15),Not Applicable,State: Integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Mangere,Tamaki Makaurau,Mangere Bridge,Manukau Ward,174.784971,-36.956363,2,211,9,15,177,4,1,4,1
94,De La Salle College,09 2764319,09 2767992,admin@delasalle.school.nz,Myles Hogarty,http://www.delasalle.school.nz,81 Gray Avenue,Mangere East,Auckland,PO Box 86001,Mangere East,Manukau,2158,Main Urban Area,Secondary (Year 7-15),Not Applicable,State: Integrated,Boys School,Auckland,Auckland Region,Auckland South,Northern,Mangere,Tamaki Makaurau,Mangere East,Manukau Ward,174.837732,-36.964776,1,987,15,49,871,45,4,1,2
95,Papatoetoe High School,09 2784086,09 2785043,office@papatoetoehigh.school.nz,Peter Gall,http://www.papatoetoehigh.school.nz,Nicholson Avenue,Papatoetoe,Auckland,PO Box 23088,Hunters Corner,Manukau,2155,Main Urban Area,Secondary (Year 9-15),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Manukau East,Tamaki Makaurau,Papatoetoe East,Manukau Ward,174.871773,-36.975493,3,1700,110,229,396,907,35,3,20
96,Aorere College,09 2785608,09 2790640,office@aorere.ac.nz,Patrick Drumm,http://www.aorere.ac.nz/,Portage Road,Papatoetoe,Auckland,PO Box 23084,Hunters Corner,Manukau,2155,Main Urban Area,Secondary (Year 9-15),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Manukau East,Tamaki Makaurau,Kohuora,Manukau Ward,174.833049,-36.981386,2,1471,39,249,789,377,9,6,2
97,Sir Edmund Hillary Collegiate Senior Sch,09 2745782,09 2746972,office.seniorschool@sehc.school.nz,Johannes Uys,http://www.sehc.school.nz,2 Franklyne Road,Otara,Auckland,PO Box 61054,Otara,Manukau,2159,Main Urban Area,Secondary (Year 9-15),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Manukau East,Tamaki Makaurau,Otara North,Manukau Ward,174.875538,-36.951408,1,557,5,92,456,1,1,2,0
99,Manurewa High School,09 2690690,09 2690691,mhs@manurewa.school.nz,Salvatore Gargiulo,http://www.manurewa.school.nz,67 Browns Road,Manurewa,Auckland,PO Box 75247,Manurewa,Manukau,2243,Main Urban Area,Secondary (Year 9-15),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Manurewa,Tamaki Makaurau,Wiri,Manurewa-Papakura Ward,174.882271,-37.011224,2,1804,183,427,833,312,28,13,8
100,James Cook High School,09 2683950,09 2683951,admin@jchs.school.nz,Vaughan Couillault,http://www.jchs.school.nz,Dr Pickering Avenue,Manurewa,Auckland,PO Box 75647,Manurewa,Manukau,2243,Main Urban Area,Secondary (Year 9-15),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Manurewa,Tamaki Makaurau,Leabank,Manurewa-Papakura Ward,174.885946,-37.034951,1,1441,78,641,614,82,21,5,0
101,Papakura High School,09 2964400,09 2964401,enquiries@papakurahigh.school.nz,Peter Heron,http://www.papakurahigh.school.nz,Willis Road,,Papakura,PO Box 72080,,Papakura,2244,Main Urban Area,Secondary (Year 9-15),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Papakura,Hauraki-Waikato,Massey Park,Manurewa-Papakura Ward,174.950769,-37.062915,2,964,173,503,226,42,14,5,1
102,Rosehill College,09 2950661,09 2950699,noelineb@rosehill-college.co.nz,Graeme Macann,http://www.rosehill-college.co.nz,5 Edinburgh Avenue,,Papakura,PO Box 72546,,Papakura,2244,Main Urban Area,Secondary (Year 9-15),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Papakura,Hauraki-Waikato,Rosehill,Manurewa-Papakura Ward,174.936528,-37.076556,6,1762,971,357,105,216,50,18,45
103,Pukekohe High School,09 2386089,09 2386084,exec@pukekohehigh.school.nz,Ian Mckinnon,http://www.pukekohehigh.school.nz,Harris Street,,Pukekohe,PO Box 306,,Pukekohe,2340,Secondary Urban Area,Secondary (Year 9-15),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Hunua,Hauraki-Waikato,Bledisloe Park,Franklin Ward,174.905794,-37.204523,6,1561,938,300,104,141,30,10,38
104,Wesley College,09 2370224,09 2383582,barbaran@wesley.school.nz,Ian Faulkner,http://www.wesley.school.nz,State Highway 22,,Pukekohe,PO Box 58,,Pukekohe,2340,Rural Area,Secondary (Year 7-15),School with Boarding Facilities,State: Integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Hunua,Hauraki-Waikato,Kingseat,Franklin Ward,174.890131,-37.148264,2,306,11,73,208,4,2,0,8
105,Waiuku College,09 2358139,09 2358137,office@waiuku-college.school.nz,Thomas Van Der Laan,http://www.waiuku-college.school.nz/,Constable Road,,Waiuku,PO Box 124,,Waiuku,2341,Minor Urban Area,Secondary (Year 9-15),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Hunua,Hauraki-Waikato,Waiuku,Franklin Ward,174.725692,-37.25099,7,845,609,134,23,31,8,13,27
106,Tuakau College,09 2368521,09 2368522,secretary@tuakaucollege.com,Christopher Betty,http://www.tuakaucollege.com,Elizabeth Street,,Tuakau,PO Box 102,,Tuakau,2342,Secondary Urban Area,Secondary (Year 7-15),Not Applicable,State: Not integrated,Co-Educational,Waikato District,Waikato Region,Auckland South,Northern,Hunua,Hauraki-Waikato,Redoubt,Awaroa ki Tuakau Ward,174.934229,-37.262994,4,611,300,228,21,31,6,25,0
108,Onewhero Area School,09 2328866,09 2328862,office@onewhero.school.nz,Gregory Fenton,http://www.onewhero.school.nz/,Hall Road,Onewhero,Tuakau,Hall Road,RD 2,Tuakau,2697,Rural Area,Composite (Year 1-15),Not Applicable,State: Not integrated,Co-Educational,Waikato District,Waikato Region,Auckland South,Northern,Waikato,Hauraki-Waikato,Onewhero,Onewhero Ward,174.916245,-37.332129,7,462,343,93,10,12,0,3,1
109,Coromandel Area School,07 8668893,07 8668051,office@coroarea.school.nz,Asha Peppiatt,http://www.coroarea.schoolzone.net.nz/,Woollams Avenue,,Coromandel,PO Box 84,,Coromandel,3543,Minor Urban Area,Composite (Year 1-15),Not Applicable,State: Not integrated,Co-Educational,Thames-Coromandel District,Waikato Region,Hamilton,Central North,Coromandel,Hauraki-Waikato,Coromandel,Coromandel-Colville Ward,175.500002,-36.759237,3,204,117,81,1,3,1,1,0
110,Mercury Bay Area School,07 8665916,07 8664002,mbas@mbas.ac.nz,John Wright,http://www.mbas.ac.nz,South Highway,,Whitianga,20 South Highway,,Whitianga,3510,Minor Urban Area,Composite (Year 1-15),Not Applicable,State: Not integrated,Co-Educational,Thames-Coromandel District,Waikato Region,Hamilton,Central North,Coromandel,Hauraki-Waikato,Whitianga,Coromandel Peninsula East Ward,175.698071,-36.841219,6,819,610,156,10,12,2,5,24
111,Thames High School,07 8688688,07 8686240,office@thames-high.school.nz,David Sim,http://www.thames-high.school.nz,300 Sealey Street,,Thames,PO Box 706,,Thames,3540,Minor Urban Area,Secondary (Year 9-15),Not Applicable,State: Not integrated,Co-Educational,Thames-Coromandel District,Waikato Region,Hamilton,Central North,Coromandel,Hauraki-Waikato,Parawai,Thames Ward,175.544847,-37.139517,6,599,382,156,10,18,10,2,21
112,Hauraki Plains College,07 8677029,07 8677020,studentservices@haurakiplains.school.nz,Ngaire Harris,http://www.haurakiplains.school.nz,Kaihere Road,,Ngatea,PO Box 44,,Ngatea,3541,Rural Area,Secondary (Year 9-15),Not Applicable,State: Not integrated,Co-Educational,Hauraki District,Waikato Region,Hamilton,Central North,Coromandel,Hauraki-Waikato,Ngatea,Plains Ward,175.498647,-37.276589,6,681,500,147,4,15,5,3,7
113,Paeroa College,07 8627579,07 8627578,pcstaff@paeroacollege.school.nz,Grant Aitken,http://www.paeroacollege.school.nz,Te Aroha Road,,Paeroa,PO Box 144,,Paeroa,3640,Minor Urban Area,Secondary (Year 9-15),Not Applicable,State: Not integrated,Co-Educational,Hauraki District,Waikato Region,Hamilton,Central North,Coromandel,Hauraki-Waikato,Paeroa,Paeroa Ward,175.66925,-37.385408,2,307,157,136,0,10,0,1,3
114,Waihi College,07 8638349,07 8636808,principal@waihicol.school.nz,Alistair Cochrane,http://www.waihicol.school.nz,Kensington Road,,Waihi,PO Box 72,,Waihi,3641,Minor Urban Area,Secondary (Year 7-15),Not Applicable,State: Not integrated,Co-Educational,Hauraki District,Waikato Region,Hamilton,Central North,Coromandel,Hauraki-Waikato,Waihi,Waihi Ward,175.831119,-37.386183,3,699,481,162,12,22,2,2,18
